Songs,Band
Would you come to me If I was half drowning An arm above the last wave Would you come to me Would you pull me up Would the effort really hurt you Is it unfair to ask you To help pull me up The window broke the silence of the matches The smoke effortlessly floating Pull me up Would you be my lord and savior Pull me up by my hair Now would you kiss me on my lips Burning fever burning on my forehead The brain that once was listening now Shoots out its tiresome message Won t you pull me up Scalding my dead father Has the motor and he s driving towards An island of lost souls Sunny a monkey then to monkey I will teach you meanness fear and blindness No social redeeming kindness Or oh state of grace Would you pull me up Would you drop the mental bullet Would you pull me by the arm up Would you still kiss my lips Hiccup the dream is over Get the coffee turn the lights on Say hello to junior dad The greatest disappointment Age withered him and changed him Into junior dad Psychic savagery The greatest disappointment The greatest disappointment Age withered him and changed him Into junior dad,Metallica
Little dog who can t get in Moaning at the bed side Moaning from each limb Little dog who can t get in Can only cry but Can not swim Pony legs little trot Little dog has to wait a lot The bigger dog has got his spot And elbowed him away Listen to him barking Listen to him call Little dog don t have much at all A puny body and a tiny dick A little dog can make you sick If you got the money you can go to the top The female dog don t care what you got As long as you can raise that Little doggie face to a cold hearted pussy You could have a taste A taste of what the big dog got A taste of what the big dog got The little dog with the one hundred dollar spot Can run his tongue over the hot in trot Hot in trot Run his tongue over the hot in trot Money can do anything Money can do anything Money can do anything Tell me what you want My small dog he want what I got Wants to run his tongue over my hot spot Pathetic little dog Pathetic little dog The little man follows his nose Counts his fingers and his toes He still got those Pathetic little dog Pathetic little dog Following his nose But it needs my money to buy I m an up while you re a down I am an up while you re a down The spring and the will follow me around While you sniff your shit in the wind Sniff your shit in the wind Money can do anything Money can do anything Tell me what it is you want Just tell me what it is you want I m an up while you re a down The spring and the will follow me around Tell me what it is you want Tell me what it is you want You sniff your shit in the wind Follow me around Pathetic little dog Pathetic little dog Pathetic little dog,Metallica
I would cut my legs and tits off When I think of Boris Karloff and Kinski In the dark of the moon It made me dream of Nosferatu Trapped on the isle of Doctor Moreau Oh wouldn t it be lovely Small town girl Small town girl Small town girl I was thinking Peter Lorre When things got pretty gory as I Crossed to the Brandenburg Gate I was feeling snappy perhaps I d been napping As I just ate A following heart can tear you apart On a midnight to eight shift A graveyard romance can only give one chance As the tombstones weave and breathe Small town girl Small town girl Feeling happy when my heart got beating On a Sunday afternoon I dreamt of breezes going through the treeses And stars were still illumed I have three hearts that I keep apart Trying to relate To normal feelings and the nighttime reeling And some absinthe drunk so late Small town girl My small town girl The cook got drunk and all the whores they shrunk Onto the size of dessert plates But me I m happy cause I got my little nappy And some opium to set me straight I m just a small town girl who wants to give it a whirl While my looks still hold me straight Straight up to illusion and fantasy s fusion Of reality mixed with drink I m just a small town girl who s gonna give life a whirl Looking at the Brandenburg Gate Small town giving it a whirl Brandenburg Gate Small town girl Small town girl,Metallica
Why do you cheat on me Why do I cheat on thee Why do I cheat on me Why do I cheat on me I have a passionate heart It can tear us apart I have the loves of many men But I don t love any of them Why do I cheat on me Why do I cheat on me Why do I cheat on thee Why do I cheat on me why Why do I cheat on me Why do I cheat on me You have your feelings I have mine I spit upon you and change my mind I have many hearts to break And many many many more to take Let the light of stars pour out Like a candle in a spout Let the wick recede and break Let the starlight radiate Why do you cheat on me Why do I cheat on me Why do I cheat on thee Why do I desecrate me Why do I cheat on me Why do I cheat on me Why do I cheat on me Why do I cheat on me Why do I piss my dreams That s because that s what it is I have the drive I got the scope If I if I if I could I give you a rope Your love means zero to me I m a passionateless wave upon the sea Passionateless wave upon the sea Why why why Do you cheat on me Why why why Why do I cheat on me Oh why do I cheat on me Why do I cheat on me Why do I cheat on me Why do I cheat on me Why do I cheat on myself Well I got nobody else Why do you cheat on me Why do I cheat cheat cheat cheat cheat on me Why do I cheat on myself Well well well I really have nobody else Why do you cheat Why do you cheat on me Why do you cheat Why do you cheat on me Why do I cheat on me Why do I cheat on me Why do I cheat on me Why do I cheat on myself Well I got nobody else Why do I cheat on me Why do you cheat on me Your love means zero to me A passionateless wave Your love means zero to me,Metallica
You can t put a butterfly in a jar If the effort s too high no matter who you are You can t catch the moon or the sun or the stars It doesn t matter who you are Iced honey iced honey Now me I ve tried a million tricks To make life cold and make it stick Not running heat that flames then out But the proud piece of ice that always floats Iced honey iced honey If I can t trap a butterfly or a bee If I can t keep my heart where I want it to be If no matter how much soul and heart I put to the wood If a flaming heart is not that good Iced honey iced honey If you can t put a butterfly in a jar If violence mars your final hour If you make others feel like jam Poured on a piece of charbroiled lamb If it s all mixed up and you cannot shout And your oxygen starts to run out If your final gasp has the recipe wrong And instead of hello you say so long If your energy starts to leak out And people wonder what you re all about A heartbreaker with an unattached heart The story of love gives them all a start And me I ve always been this way Not by choice just this way I can t put my honey pot in a jar Or a heart or a fist of some young boy If you can t put a butterfly in a jar No wonder no need to wonder where you are It might seem like hell the River Styx Your affection never sticks No matter what you say no matter what you do A butterfly heart flies right past you There s nothing to say nothing to do See if the ice will melt for you See if the ice will melt for you See if the ice will melt for you See if the ice will melt for you See if the ice will melt for you Iced honey ah ah ah iced honey Iced honey iced honey See if the ice will melt for you See if the ice will melt for you See if the ice will melt for you See if the ice will melt for you Iced honey iced honey Oh iced honey See if the See if the ice will melt for you Iced honey Iced honey,Metallica
I m built like you are I have a dress and a train Your snake cold lips Make a harsh straight line That echoes through my brain You re perfect Let me lift a glass high Let me follow in your footsteps Let me follow in your sigh Let me follow in your sigh I m a woman who likes men But this is something else I ve never felt such stirrings I feel like I Was someone else I wish you d tie me up and beat me Crush me like a kick A bleeding strap across my back Some blood that you could kiss Oh kiss away oh kiss away I wish there was a strap of blood That you could kiss away I wish there was a strap of blood That you could kiss away Tie me with a scarf and jewels Put a bloody gag to my teeth I beg you to degrade me Is there waste that I could eat I am a secret lover I am your little girl Please spit into my mouth I m forever in your swirl You re heartless and I love that You have no use of me But I open the sticks sticky legs I bear And then insert a fist an arm Some lost appendage Please open me I beg You are my Goliath You are my Goliath And I am mistress dread Oh I am mistress dread Oh I am mistress dread Open and release me I love you in my head Oh kiss away kiss away Kiss away kiss away All I ask my baby Kiss away All I ask my baby Kiss away,Metallica
Pumping your blood Pumping blood Pumping your blood Pumping blood Pumping blood Pumping blood Pumping blood Pumping blood If I pump out blood in the sunshine Oil on the wheel That is blasted and busted away A nail or a little piece of glass A little piece of glass A little piece of glass Swarming like bees over the air Off the pump off the thing The blood that I m pumping away Off the pump Off the thing The blood that I m pumping away Off the pump Off the thing The blood that I m pumping away If I pump blood in the sunshine And you wear a leather box with azaleas And I pump more blood And it seeps through my skin Will you adore the river The stream the trickle The tributary of my heart As I pump more blood And it seeps through my skin Will you adore the river The stream the trickle The tributary of my heart If I m pumping blood Like a common state worker If I waggle my ass like a dark prostitute Would you think less of me And my coagulating heart Waggle my ass like a dark prostitute Coagulating heart Pumping blood Come on James Would you top me off Would you top me off as I deepen a curtsy While you yell out mercy We grow apart Would you rip and cut me Use a knife on me Be shocked at the boldness The coldness of this little heart Tied up in leather Would you take the measure Of the blood that I pump In the manic confusion of love Supreme violation Supreme violation Oh ah ah ah Jack I beseech you Oh Jack I beseech you Supreme violation Blood in the foyer The bathroom The tea room The kitchen with her knives splayed I will swallow your sharpest cutter Like a colored man s dick Blood spurting from me Oh Jack Jack I beseech Jack I beseech you I beseech In the end it was an ordinary heart Oh Jack I beseech you As I scream out my pain In the end it was an ordinary heart In the end in the end in the end It was an ordinary heart Jack Jack Jack Jack Jack I beseech you Supreme violation oh Jack Jack Jack I beseech you I call out your name Blood in the foyer the bathroom The tea room the kitchen And knives splayed I swallow your sharpest cutter Like a colored man s dick Blood spurting from me Blood spurting from me Oh Jack Oh Jack I beseech ya In the end it was an ordinary heart In the end it was an ordinary heart Pumping blood,Metallica
I am a chorus of the voices That gather up the magnets Set before me I attract you and repel you A science of the heart And blood and meaning The coldness of most beauties Is a challenge that our youth Must quickly conquer There is no time for guilt Or second guessing second guessing Based on feeling I am the truth the beauty That causes you to cross Your sacred boundaries I have no morals Some think me cheap And someone who despises The normalcy of heartbreak The purity of love But I worship the young And just formed angel Who sits upon the pin of lust Everything else Bores me I want to see your suicide I want to see you give it up Your life of reason I want you on the floor And in a coffin your soul shaking I want to have you doubting Every meaning you ve amassed Like a fortune Oh throw it away For worship someone Who actively despises you For worship someone Who actively despises you I am the root I am the progress I m the aggressor I am the tablet These ten stories Worship Worship Pain and evil have their place Sittin here beside me I offer them to you as servants Of the gold that you must give Pain and evil have their place Sitting here beside me And I ll offer them I offer them to you As servants of the gold That you must give to me I want to see your suicide I want to see you give it up give it up Your your life of reason I want to see you on the floor And in a coffin soul shaking Soul shaking I want to have you doubting Every meaning you ve amassed Like a fortune like a fortune Throw it away For worship of someone Who actively despises you Who actively despises you I am the view I am the table I am the view I am the table I am all this I am the root the progress the aggressor I am the table I am the ten stories I am the table I am I am I am I am I am,Metallica
Unchain the colors before my eyes Yesterday s sorrows tomorrow s white lies Scan the horizon the clouds take me higher I shall return from out of fire Tears for remembrance and tears for joy Tears for somebody not this lonely boy Out in the madness the all seeing eye Flickers above us to light up the sky yeah Unchain the colors before my eyes Yesterday s sorrows tomorrow s white lies Scan the horizon the clouds lift me higher I shall return from out of fire yeah Fire ,Metallica
If you re leaving close the door I m not expecting people anymore Hear me grieving I m lying on the floor Whether I m drunk or dead I really ain t too sure I m a blind man I m a blind man and my world is pale When a blind man cries Lord you know there ain t no sadder tale Had a friend once in a room Had a good time but it ended much too soon In a cold month in that room We found a reason for the things we had to do I m a blind man I m a blind man now my room is cold When a blind man cries Lord you know he feels it from his soul yeah Yea yeah I m a blind man I m a blind man and my world is pale Yea yeah when a blind man cries Lord you know there ain t no sadder tale,Metallica
